Documento,Titolo programma,Titolo sequenza/servizio,Canale Trasmissione,Data Trasmissione,Durata,Contenuto Audio,Contenuto Video,ID Notice,Note,Time Start,Time Stop
29,TG1 1330,ARTICOLI DI GIORNALI ESTERI SULLE ELEZIONI POLITICHE ITALIANE,RAI UNO,2006-11-04 00:00:00,00:01:21:00,ITALIA ELEZIONE RISULTATO ; ITALIA ELEZIONE RISULTATO,"EDICOLA, DETTAGLI ARTICOLI DI GIORNALI ESTERI SU RISULTATI DELLE ELEZIONI POLITICHE ITALIANE CHE HANNO DECRETATO LA VITTORIA DELLA COALIZIONE DEL CENTROSINISTRA "" L UNIONE "" CON POCHI VOTI IN PIU DELLA COALIZIONE DEL CENTRODESTRA "" CASA DELLE LIBERTA "". PP PAGINA WEB DI RETE INFORMATICA INTERNET SU ARTICOLI DI GIORNALI STRANIERI SUI RISULTATI DELLE ELEZIONI POLITICHE ITALIANE. REPERTORIO, PRESIDENTE COMMISSIONE EUROPEA DURAO BARROSO JOSE MANUEL ENTRA IN INTERNI SEDE UNIONE EUROPEA. INSERITO REDATTORE. SONORO SPEAKER.",T06101/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
88,TG1 1330,"TUBERCOLOSI, SPEAKER ANDREW CHIEDE SCUSA",RAI UNO,2007-01-06 00:00:00,00:01:07:00,"MALATTIA INFETTIVA PROBLEMA, TUBERCOLOSI, CONTAGIO PROBLEMA ; MALATTIA INFETTIVA PROBLEMA, TUBERCOLOSI, CONTAGIO PROBLEMA ; SPEAKER ANDREW","DENVER, GIOVANE AVVOCATO AFFETTO DA GRAVE FORMA TUBERCOLOSI E CHE HA VIAGGIATO IN EUROPA PUR SAPENDO DI ESSERE MALATO, SPEAKER ANDREW, CON MASCHERINA SULLA BOCCA, IN INTERNI OSPEDALE SPECIALISTICO DOVE E RICOVERATO. FOTOGRAFIA DI SPEAKER. INTERVISTA A PADRE DI SPEAKER. ATLANTA, CENTRO CONTROLLO MALATTIE INFETTIVE, SUOCERO DI SPEAKER, MICROBIOLOGO IMPEGNATO IN STUDI SULLA TUBERCOLOSI, RILASCIA DICHIARAZIONI. 2007 REPERTORIO, AEREO IN VOLO, INTERNI AEREO. SONORO SPEAKER.",T07152/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
99,TG1 1330,"LISBONA, LOTTA AGLI INCENDI TRA TEMI VERTICE MINISTRI AMBIENTE UE",RAI UNO,2007-01-09 00:00:00,00:01:27:00,"MINISTRI AMBIENTE UNIONE EUROPEA, LOTTA ANTI INCENDIO BOSCO, DANNI INCENDIO BOSCO, ELICOTTERO ANTI INCENDIO, AEREO ANTI INCENDIO, DANNI INCENDIO DOLOSO, VIGILI FUOCO ; MINISTRI AMBIENTE UNIONE EUROPEA, LOTTA ANTI INCENDIO BOSCO, DANNI INCENDIO BOSCO, ELICOTTERO ANTI INCENDIO, AEREO ANTI INCENDIO, DANNI INCENDIO DOLOSO, VIGILI FUOCO ; PECORARO SCANIO ALFONSO","LISBONA, VERTICE INFORMALE MINISTRI AMBIENTE UNIONE EUROPEA CHE POSANO PER FOTOGRAFIA DI GRUPPO. INTERVISTA A MINISTRO AMBIENTE ITALIANO PECORARO SCANIO SU SUA RICHIESTA DI PREVEDERE UNA CENTRALE UNIFICATA PER LA GESTIONE DI AEREI E MEZZI MILITARI ANTI INCENDIO DEI VARI PAESI PER CONTRASTARE CON MAGGIORE EFFICACIA GLI INCENDI BOSCHIVI DOLOSI E SU DANNI CAUSATI ALL AMBIENTE DAGLI INCENDI BOSCHIVI. REPERTORIO, VIGILI DEL FUOCO DI VARI PAESI EUROPEI UTILIZZANO IDRANTI CONTRO INCENDI BOSCHIVI, ELICOTTERO ANTI INCENDIO E AEREO ANTI INCENDIO CANADAIR LANCIANO ACQUA SU INCENDI BOSCHIVI. INSERITO REDATTORE. SONORO ORIGINALE E SPEAKER.",T07244/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
90,TG1 1330,MUSSI: STOP ALLE LAUREE HONORIS CAUSA,RAI UNO,2007-02-08 00:00:00,00:01:13:00,"LAUREA HONOREM ; LAUREA HONOREM ; MUSSI FABIO, LIGRESTI JONELLA FRANCESCA LAUREA HONOREM","DICHIARAZIONI DEL MINISTRO UNIVERSITA E RICERCA MUSSI SU DIFESA PRESTIGIO E REPUTAZIONE UNIVERSITA ITALIANA, MOTIVANDO RICHIESTA ANNULLAMENTO LAUREA HONORIS CAUSA A PRESIDENTE COMPAGNIA ASSICURAZIONE FONDIARIA SAI E MEMBRO CONSIGLIO AMMINISTRAZIONE MEDIOBANCA LIGRESTI. 20070725 TORINO, PIEMONTE, INTERNI AULA MAGNA UNIVERSITA, CERIMONIA CONFERIMENTO LAUREA HONORIS CAUSA IN ECONOMIA AZIENDALE A LIGRESTI. DAL 2003 AL 2007 REPERTORIO SU CERIMONIE CONFERIMENTO LAUREA HONOREM AD ALCUNI PERSONAGGI, TRA CUI ATTORE BENIGNI ROBERTO, PORTAVOCE VATICANO NAVARRO VALLS JOAQUIN E DIRETTORE ISTITUTO EUROPEO ONCOLOGIA, VERONESI UMBERTO. FOTOGRAFIE DELLO SCRITTORE ECO UMBERTO E DEL SENATORE VITA ANDREOTTI GIULIO. SONORO SPEAKER.",T07214/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
48,TG1 1330,IDENTIFICATA UNA DELLE DUE DONNE TROVATE MORTE IN UN BOSCO,RAI UNO,2007-04-09 00:00:00,00:01:19:00,"RITROVAMENTO CADAVERE, MORTE DONNE, OMICIDIO PLURIMO ITALIA CARABINIERI ; RITROVAMENTO CADAVERE, MORTE DONNE, OMICIDIO PLURIMO ; ITALIA CARABINIERI","LECCO, ESTERNI INTERNI CASERMA CARABINIERI, CONFERENZA STAMPA CARABINIERI IN MERITO AL RITROVAMENTO IN UN BOSCO IL 20070828 DEI CADAVERI DI DUE GIOVANI DONNE, NON IDENTIFICATE, PROBABILMENTE IMMIGRATE DA PAESI DELL EST EUROPEO. CARABINIERI MOSTRANO IDENTIKIT DI UNA DELLE DUE GIOVANI. 20070828, MORTERONE, VEDUTE BOSCO IN CUI SONO STATI RINVENUTI I CADAVERI. AUTO CARABINIERI IN MOVIMENTO. INSERITO REPERTORIO SU PROSTITUTE LUNGO I BORDI DELLE STRADE. SONORO SPEAKER.",T07247/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
98,TG1 1330,"ALGERIA E MAROCCO, CACCIA AI TERRORISTI",RAI UNO,2007-12-04 00:00:00,00:01:20:00,"LOTTA ANTI TERRORISMO MAROCCHINO, TERRORISMO ISLAMICO, SUICIDIO, TERRORISMO ALGERINO, ATTENTATO COMMISSARIATO POLIZIA ALGERINA, MORTE ALGERINI, MORTE TERRORISTI ISLAMICI MAROCCO POLIZIA, ATTENTATO PALAZZO GOVERNO ALGERI, ALGERIA POLIZIA ATTENTATO, ORGANIZZAZIONE AL QAEDA ; LOTTA ANTI TERRORISMO MAROCCHINO, TERRORISMO ISLAMICO, SUICIDIO, TERRORISMO ALGERINO, ATTENTATO COMMISSARIATO POLIZIA ALGERINA, MORTE ALGERINI, MORTE TERRORISTI ISLAMICI ; MAROCCO POLIZIA, ATTENTATO PALAZZO GOVERNO ALGERI, ALGERIA POLIZIA ATTENTATO, ORGANIZZAZIONE AL QAEDA","ALGERI, ALGERIA, AGENTI POLIZIA E VIGILI FUOCO ALL ESTERNO PALAZZO GOVERNO DOVE AUTOBOMBA GUIDATA DA ATTENTATORI SUICIDI DI UN GRUPPO ISLAMICO ALGERINO LEGATI ALL ORGANIZZAZIONE TERRORISTICA "" AL QAEDA "" E ESPLOSA PROVOCANDO LA MORTE DI CIRCA TRENTA PERSONE E NUMEROSI FERITI. 20070410 CASABLANCA, MAROCCO, QUARTIERE AL FIDA, AGENTI POLIZIA PRESSO ABITAZIONE DOVE LA POLIZIA HA FATTO IRRUZIONE PER ARRESTARE QUATTRO TERRORISTI ISLAMICI, DI CUI UNO E MORTO COLPITO DAGLI AGENTI, GLI ALTRI TRE FACENDOSI ESPLODERE DURANTE LA FUGA. PP SITO INTERNET IN CUI TERRORISTI DELL ORGANIZZAZIONE AL QAEDA RIVENDICANO GLI ATTENTATI. INSERITO REPERTORIO, SEQUENZE VIDEO SU TERRORISTI ISLAMICI. INSERITA CARTA GEOGRAFICA EUROPA OCCIDENTALE E AFRICA SETTENTRIONALE. SONORO SPEAKER.",T07102/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
37,TG1 1330,CASO PASSAPORTI FALSI,RAI UNO,13/04/2001,00:01:26:00,"PASSAPORTO FALSO, CALCIATORI EXTRACOMUNITARI, CALCIO ITALIANO PROBLEMA ; PASSAPORTO FALSO, CALCIATORI EXTRACOMUNITARI, CALCIO ITALIANO PROBLEMA ; TAORMINA CARLO","INTERVISTA A LEGALE SOCIETA CALCIO ROMA, TAORMINA, SU INTERROGATORIO PRESIDENTE ROMA SENSI PRESSO PROCURA DELLA REPUBBLICA RIGUARDO A CASO PASSAPORTI FALSI UTILIZZATI DA GIOCATORI EXTRACOMUNITARI PER POTER GIOCARE IN SQUADRE CALCIO EUROPEE. RIPRESE NOTTURNE ESTERNI PROCURA, PUBBLICO MINISTERO PIRO SILVERIO ENTRA IN PALAZZO, PP TARGA IN INGRESSO. INSERITO REPERTORIO: FASI VARIE PARTITE SQUADRE CALCIO ROMA E REGGINA, PRESIDENTE ROMA SENSI FRANCO E CALCIATORE ROMA MONTELLA VINCENZO RILASCIANO INTERVISTE SEPARATE. SONORO ORIGINALE E SPEAKER.",T01103/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
23,TG1 1330,LA COMMISSIONE EUROPEA METTE SOTTO ACCUSA LE CARTE DI CREDITO,RAI UNO,13/04/2006,00:01:02:00,"CARTA CREDITO, BANCOMAT ; CARTA CREDITO, BANCOMAT ; KROES NEELIE","COMMISSARIO EUROPEO CONCORRENZA KROES TIENE CONFERENZA STAMPA PER DENUNCIARE I COSTI ELEVATI DELLE COMMISSIONI SUGLI ACQUISTI EFFETTUATI IN ITALIA TRAMITE CARTE DI CREDITO E BANCOMAT. REPERTORIO, GENTE UTILIZZA CARTE DI CREDITO PER EFFETTUARE ACQUISTI IN VARI NEGOZI E PRELEVA DENARO DA SPORTELLI BANCOMAT. SONORO SPEAKER.",T06103/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
115,TG1 1330,"CIAMPI, CINQUE ANNI AL QUIRINALE",RAI UNO,13/05/2004,00:01:29:00,ITALIA PRESIDENTE ; CIAMPI CARLO AZEGLIO ; ITALIA PRESIDENTE,"REPERTORIO SUI CINQUE ANNI DI PRESIDENZA DI CIAMPI: 20040425, ROMA, LAZIO, ITALIA, MONUMENTO VITTORIO EMANUELE II, PRESIDENTE REPUBBLICA CIAMPI RENDE OMAGGIO ALL ALTARE PATRIA PER CINQUANTANOVESIMO ANNIVERSARIO LIBERAZIONE ITALIA. 20031119, INTERNI BASILICA S PAOLO FUORI LE MURA, CIAMPI PARTECIPA A FUNERALI DICIANNOVE VITTIME ATTENTATO SUICIDA DEL 20031112 DI TERRORISTI IRACHENI, AL QUARTIERE GENERALE CONTINGENTE ITALIANO IN MISSIONE DI PACE A NASSIRIYA, IRAQ, IN CUI SONO MORTI TREDICI CARABINIERI, QUATTRO SOLDATI E DUE CIVILI ITALIANI. CIAMPI ABBRACCIA, EVIDENTEMENTE COMMOSSO, UN PARENTE DELLE VITTIME. 19981231, BRUXELLES, BELGIO LANCIO PALLONCINI BLU RAPPRESENTANTI MONETE NAZIONALI E MONETA EURO PER FESTEGGIARE UNIFICAZIONE MONETA UNIONE EUROPEA. PRESIDENTE COMMISSIONE EUROPEA SANTER JACQUES E MINISTRO TESORO E BILANCIO CIAMPI DI SPALLE BRINDANO AL LANCIO DEI PALLONCINI. 20030930, BRUXELLES, INTERNI PARLAMENTO EUROPEO, CIAMPI TIENE DISCORSO. INSERTO, VARIE SU CIAMPI, ANCHE ACCOMPAGNATO DA MOGLIE PILLA FRANCA, MENTRE PASSA IN RASSEGNA SOLDATI ITALIANI, MENTRE INCONTRA SCOLARI, CHE SVENTOLANO PICCOLE BANDIERE ITALIANE, ALL INTERNO DI UNA SCUOLA ITALIANA, MENTRE PARLA CON SEGRETARIO GENERALE ONU ANNAN KOFI. SONORO SPEAKER.",T04134/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
127,TG1 1330,CENTRO ISLAMICO MILANO BASE TERRORISTI,RAI UNO,13/10/2001,00:01:15:00,"GIORNALE ITALIANO, LOTTA ANTI TERRORISMO ISLAMICO, MUSULMANI ; GIORNALE ITALIANO, LOTTA ANTI TERRORISMO ISLAMICO, MUSULMANI ; SHAARI ABDEL HAMID","PP ARTICOLI GIORNALI QUOTIDIANI CON ARTICOLI SU ALLARME DIRAMATO DA MINISTERO TESORO STATUNITENSE SU PRESENZA A MILANO DEL COMANDO EUROPEO SCEICCO SAUDITA BIN LADEN OSAMA, LEADER RETE TERRORISTICA AL QAEDA, ACCUSATO DI ESSERE IL MANDANTE DEGLI ATTENTATI DEL 20010911 AL WORLD TRADE CENTER A NEW YORK E AL PENTAGONO A WASHINGTON (USA) . INTERVISTA A PRESIDENTE ISTITUTO CULTURALE STORICO DI MILANO, SHAARI, CHE RESPINGE ACCUSE ED ASSICURA VOLONTA DI COLLABORAZIONE CON AUTORITA. ESTERNI ED INTERNI ISTITUTO CULTURALE ISLAMICO CON MUSULMANI IN PREGHIERA. INSERITO REPERTORIO 20011010 SU: INTERNI QUESTURA, CONFERENZA STAMPA SU ARRESTO A MILANO INTEGRALISTI ISLAMICI SOSPETTATI DI APPARTENERE ALLA RETE TERRORISTICA AL QAEDA E FREQUENTATORI ISTITUTO CULTURALE ISLAMICO. SONORO ORIGINALE E SPEAKER.",T01286/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
118,TG1 1330,DON VERZE: STACCAI LA SPINA PER UN MEDICO MALATO TERMINALE,RAI UNO,13/10/2006,00:02:06:00,"EUTANASIA PROBLEMA, DIRITTI MALATO, RAPPORTI ETICA SCIENZA, BIOETICA, DISTROFIA MUSCOLARE OSPEDALE S RAFFAELE MILANO ; EUTANASIA PROBLEMA, DIRITTI MALATO, RAPPORTI ETICA SCIENZA, BIOETICA, DISTROFIA MUSCOLARE ; VERZE LUIGI, DAGOSTINO FRANCESCO, VERONESI UMBERTO, WELBY PIERGIORGIO MALATTIA ; OSPEDALE S RAFFAELE MILANO","DETTAGLI ARTICOLO GIORNALE RIPORTA NOTIZIA DELL INTERVISTA RILASCIATA DAL FONDATORE DELL OSPEDALE S RAFFAELE, DON VERZE, IN CUI HA CONFESSATO DI AVER AUTORIZZATO A STACCARE LA SPINA DEI MACCHINARI CHE TENEVANO IN VITA UN SUO CARO AMICO MALATO TERMINALE. INTERVISTE A VERZE. IL DIRETTORE SCIENTIFICO DELL ISTITUTO EUROPEO ONCOLOGIA, VERONESI, COMMENTA LE DICHIARAZIONI DI VERZE. INTERVISTA AL PRESIDENTE COMITATO NAZIONALE BIOETICA, DAGOSTINO, SULLA NECESSITA DI UN DIBATTITO PARLAMENTARE SULL EUTANASIA PER GARANTIRE TUTTI I MALATI. 200609 SEQUENZE VIDEOMESSAGGIO CON CUI IL COPRESIDENTE "" ASSOCIAZIONE LUCA COSCIONI "", WELBY PIERGIORGIO, SDRAIATO SUL LETTO E COSTRETTO A COMUNICARE ESCLUSIVAMENTE GRAZIE ALL AUSILIO DI UN COMPUTER E DI UN SINTETIZZATORE VOCALE A CAUSA DELLA DISTROFIA MUSCOLARE, LANCIA APPELLO AL PRESIDENTE DELLA REPUBBLICA NAPOLITANO GIORGIO PER CHIEDERE IL DIRITTO ALL EUTANASIA. INSERITO REPERTORIO, ESTERNI INTERNI OSPEDALE S RAFFAELE, PAZIENTI NEI LETTI. MACCHINARI IN FUNZIONE. SONORO ORIGINALE E SPEAKER.",T06286/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
32,TG1 1330,IL VERTICE UE SULLA GIUSTIZIA,RAI UNO,14/09/2002,00:01:03:00,"UNIONE EUROPEA CONSIGLIO GIUSTIZIA ; ASHCROFT JOHN, CASTELLI ROBERTO ; UNIONE EUROPEA CONSIGLIO GIUSTIZIA","MINISTRO DELLA GIUSTIZIA ITALIANO CASTELLI POSA PER FOTO DI GRUPPO CON MINISTRI GIUSTIZIA EUROPEI IN OCCASIONE VERTICE SULLA GIUSTIZIA DELL UNIONE EUROPEA. SEGRETARIO ALLA GIUSTIZIA STATUNITENSE ASHCROFT GIUNGE AL PALAZZO DEL VERTICE. INSERITO REPERTORIO SU: PASSEGGERI AEREO IN CODA PRESSO BIGLIETTERIA AEROPORTO, RIPRESE NOTTURNE IMMIGRATI CLANDESTINI CHE CAMMINANO LUNGO SPIAGGIA DOPO SBARCO. SONORO SPEAKER.",T02257/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
61,TG1 1330,IL VERTICE UE SUL TERRORISMO,RAI UNO,14/10/2002,00:01:16:00,"TERRORISMO ISLAMICO PROBLEMA UNIONE EUROPEA CONSIGLIO GIUSTIZIA, UNIONE EUROPEA CONSIGLIO INTERNO ; TERRORISMO ISLAMICO PROBLEMA ; CASTELLI ROBERTO ; UNIONE EUROPEA CONSIGLIO GIUSTIZIA, UNIONE EUROPEA CONSIGLIO INTERNO","INTERNI SALA DURANTE VERTICE MINISTRI GIUSTIZIA E DELL INTERNO UNIONE EUROPEA PER DISCUTERE SU RIMPATRI CIRCA QUATTROCENTO PROFUGHI AFGANI FUGGITI DALLA GUERRA CIVILE IN AFGHANISTAN E SUL TERRORISMO ISLAMICO. INTERVISTA A MINISTRO ITALIANO GIUSTIZIA CASTELLI SUGLI ALLARMI RIGUARDANTI IL TERRORISMO ISLAMICO E SULL ARRUOLAMENTO DI NUOVI ADEPTI DA PARTE DELLE ORGANIZZAZIONI TERRORISTICHE ISLAMICHE NELLE CARCERI ITALIANE. INSERITO REPERTORIO SU: AFGHANISTAN, PROFUGHI CAMMINANO NEL DESERTO DURANTE FUGA DALLA GUERRA CIVILE. SONORO ORIGINALE E SPEAKER.",T02287/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
8,TG1 1330,ATTIVO IL SERVIZIO EURODAC,RAI UNO,15/01/2003,00:01:10:00,"IMMIGRATI CLANDESTINI, IMPRONTA DIGITALE, IMPIEGO INFORMATICA UNIONE EUROPEA ; IMMIGRATI CLANDESTINI, IMPRONTA DIGITALE, IMPIEGO INFORMATICA ; UNIONE EUROPEA","INTERNI UFFICI SISTEMA CENTRALIZZATO DELL UNIONE EUROPEA PER IDENTIFICAZIONE IMMIGRATI EXTRACOMUNITARI TRAMITE IMPRONTE DIGITALI ( EURODAC ), OPERATORI LAVORANO AL COMPIUTER E OSSERVANO IMPRONTE DIGITALI RACCOLTE. IMMIGRATI IN VARI UFFICI DI FRONTIERA PARLANO CON PUBBLICI UFFICIALI. REPERTORIO: IMBARCAZIONE CON A BORDO EXTRACOMUNITARI. SONORO SPEAKER",T03015/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
135,TG1 1330,CHIRAC INCONTRA SCHRODER,RAI UNO,15/01/2003,00:01:08:00,"CHIRAC JACQUES, SCHRODER GERHARD, PRODI ROMANO, MITTERRAND FRANCOIS, KOHL HELMUT, DEGAULLE CHARLES, EISENHOWER IKE","PARIGI, FRANCIA 20030114, ESTERNI E INTERNI PALAZZO ELISEO: INCONTRO TRA PRESIDENTE REPUBBLICA FRANCESE CHIRAC E CANCELLIERE TEDESCO SCHRODER. STRASBURGO, FRANCIA 2002 INTERNI PARLAMENTO EUROPEO DOVE E IN CORSO UNA SEDUTA. BRUXELLES, BELGIO: IL PRESIDENTE COMMISSIONE EUROPEA PRODI CAMMINA IN CORRIDOI, POLITICI VARIE NAZIONALITA POSANO PER FOTOGRAFIA RICORDO IN ESTERNI. PARIGI, FRANCIA 1980: IL PRESIDENTE FRANCESE MITTERRAND STRINGE LA MANO AL CANCELLIERE TEDESCO KOHL IN POSA PER FOTOGRAFIA RICORDO. REPERTORIO BN 1944 GENERALE DEGAULLE SALUTA IL PRESIDENTE STATUNITENSE EISENHOWER CHE SCENDE DA AEREO. SONORO SPEAKER.",T03015/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
64,TG1 1330,ARRESTATO BOSS RUMENO A VERONA,RAI UNO,15/02/2002,00:01:08:00,"ARRESTO DELINQUENTI ROMENI, LOTTA ANTI DELINQUENZA ITALIA POLIZIA ; ARRESTO DELINQUENTI ROMENI, LOTTA ANTI DELINQUENZA ; ITALIA POLIZIA","INTERNI QUESTURA, CONFERENZA STAMPA INQUIRENTI SU ARRESTO BOSS ROMENO LUNGU FELIX, A CAPO DI ORGANIZZAZIONE CRIMINALE RESPONSABILE RAPINE A VILLE, BANCHE ED UFFICI POSTALI IN ITALIA ED IN DIVERSI PAESI EUROPEI TRA CUI GERMANIA, AUSTRIA E FRANCIA. FOTOGRAFIA LUNGU. CARTA GEOGRAFICA EUROPA CON EVIDENZIATI PAESI DOVE SONO AVVENUTE RAPINE. INSERITO REPERTORIO SU RIPRESE AEREE CITTA, POLIZIA IN STRADA EFFETTUA POSTI BLOCCO. SONORO SPEAKER.",T02046/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
92,TG1 1330,LA LETTERA DI CIAMPI A BERLUSCONI,RAI UNO,15/02/2003,00:01:17:00,"DISTRUZIONE ARMA IRACHENA PROBLEMA PALAZZO CHIGI ROMA, PALAZZO QUIRINALE ROMA, GOLFO PERSICO CRISI ; DISTRUZIONE ARMA IRACHENA PROBLEMA ; CIAMPI CARLO AZEGLIO, BERLUSCONI SILVIO ; PALAZZO CHIGI ROMA, PALAZZO QUIRINALE ROMA, GOLFO PERSICO CRISI","PP LETTERA INVIATA DAL PRESIDENTE REPUBBLICA CIAMPI AL PRESIDENTE DEL CONSIGLIO BERLUSCONI SU NECESSARIO IMPEGNO DEL GOVERNO ITALIANO A FAVORE DELL UNITA EUROPEA E DELL ONU E SU APPREZZAMENTO DEL QUIRINALE NEI CONFRONTI DELL IMPEGNO MOSTRATO DAL GOVERNO IN MERITO ALLA GESTIONE DELLA CRISI IRACHENA. ESTERNI QUIRINALE E PALAZZO CHIGI. REPERTORIO 2003: CIAMPI E BERLUSCONI TENGONO DISCORSI SEPARATI, BERLUSCONI ESCE DA UN PALAZZO. SONORO SPEAKER.",T03046/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
53,TG1 1330,PASSAPORTI FALSI,RAI UNO,15/06/2001,00:00:55:00,"CALCIO ITALIANO PROBLEMA, PASSAPORTO FALSO, CALCIATORI EXTRACOMUNITARI, ILLECITO SPORTIVO CALCIO LAZIO ; CALCIO ITALIANO PROBLEMA, PASSAPORTO FALSO, CALCIATORI EXTRACOMUNITARI, ILLECITO SPORTIVO ; CRAGNOTTI SERGIO, VERON JUAN SEBASTIAN ; CALCIO LAZIO","INTERVISTA A GIOCATORE ARGENTINO SQUADRA CALCIO LAZIO, VERON, CHE DICHIARA SUA ESTRANEITA NEL CASO PASSAPORTI FALSI, UTILIZZATI DA CALCIATORI EXTRACOMUNITARI PER POTER GIOCARE IN SQUADRE EUROPEE. PRESIDENTE LAZIO CRAGNOTTI RILASCIA INTERVISTA. ESTERNI ED INTERNI LEGA CALCIO, DOVE SONO IN CORSO PROCESSI A CARICO DELLE SOCIETA DI CALCIO COINVOLTE NELLO SCANDALO DEI PASSAPORTI FALSI. INSERITO REPERTORIO SU: VERON FESTEGGIA CON COMPAGNI DI SQUADRA DOPO GOL PARTITA CAMPIONATO ITALIANO CALCIO SERIE A. SONORO ORIGINALE E SPEAKER.",T01166/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
123,TG1 1330,"LE POLEMICHE SUL RIASSETTO TELECOM, TITOLI INDEBOLITI",RAI UNO,15/09/2006,00:01:47:00,"RAPPORTI FINANZA POLITICA, POLITICA ITALIANA, SCANDALO FINANZIARIO CASO SOCIETA TELECOM ITALIA, ITALIA AUTORITA COMUNICAZIONI ; RAPPORTI FINANZA POLITICA, POLITICA ITALIANA, SCANDALO FINANZIARIO ; TAJANI ANTONIO, LUSETTI RENZO ; CASO SOCIETA TELECOM ITALIA, ITALIA AUTORITA COMUNICAZIONI","DETTAGLI ARTICOLI GIORNALE SU UNO STUDIO CONDOTTO DAL CONSIGLIERE ECONOMICO DEL PRESIDENTE CONSIGLIO PRODI ROMANO, ROVATI ANGELO, SULLA NUOVA ORGANIZZAZIONE DELLA SOCIETA TELEFONIA "" TELECOM ITALIA "" IN PREVISIONE RISCHIO SCALATE DA PARTE INVESTITORI FINANZIARI. INTERVISTE SEPARATE AL PARLAMENTARE EUROPEO MOVIMENTO FORZA ITALIA TAJANI E IL DEPUTATO PARTITO MARGHERITA LUSETTI COMMENTANO IL POSSIBILE INTERVENTO DEL GOVERNO NEL RIASSETTO DELLA TELECOM ITALIA. INTERVISTA AL MINISTRO COMUNICAZIONI GENTILONI PAOLO. 20060914 ROMA, LAZIO, RIUNIONE CONSIGLIO DELL AUTORITA GARANZIE COMUNICAZIONI PRESIEDUTA DA CALABRO CORRADO, CHE RILASCIA INTERVISTA. INSERITO REPERTORIO, OPERATORI FINANZIARI LAVORANO DAVANTI A COMPUTER IN INTERNI UFFICIO. ESTERNI INTERNI SEDE TELECOM ITALIA. SONORO ORIGINALE E SPEAKER.",T06258/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
122,TG1 1330,LA CRISI NEL GOLFO PERSICO,RAI UNO,16/01/2003,00:01:24:00,"DISTRUZIONE ARMA IRACHENA PROBLEMA GOLFO PERSICO CRISI, ONU OSSERVATORI ; DISTRUZIONE ARMA IRACHENA PROBLEMA ; BLIX HANS, SOLANA JAVIER ; GOLFO PERSICO CRISI, ONU OSSERVATORI","20030116, BAGHDAD, IRAQ, ISPETTORI ONU VISITANO UN EDIFICIO PER VERIFICARE LA PRESENZA DI ARMI CHIMICHE E BATTERIOLOGICHE, CONVOGLIO ONU IN MOVIMENTO, DONNE CON CHADOR CAMMINANO IN STRADA. BRUXELLES, BELGIO: IL CAPO DEGLI ISPETTORI ONU BLIX PARLA CON ALTO COMMISSARIO AFFARI ESTERI UNIONE EUROPEA SOLANA NEL CORSO DI UN INCONTRO UFFICIALE, BLIX E SOLANA IN CONFERENZA STAMPA CONGIUNTA. KUWAIT, SOLDATI STATUNITENSI VICINO AD AEREI MILITARI. REPERTORIO, NEW YORK, USA, ESTERNI PALAZZO DI VETRO, SEDE ONU. WASHINGTON, USA, VEDUTE DEL PALAZZO DEL CONGRESSO, INTERNI AULA DURANTE SEDUTA, INTERNI PENTAGONO, SEGRETARIO ALLA DIFESA STATUNITENSE RUMSFELD DONALD TIENE CONFERENZA STAMPA, PRESIDENTE STATUNITENSE BUSH TIENE CONFERENZA STAMPA. SONORO SPEAKER.",T03016/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
